date,state,positive
20200915,Tennessee,175231
20200914,Tennessee,174274
20200913,Tennessee,171824
20200912,Tennessee,170891
20200911,Tennessee,169859
20200910,Tennessee,168237
20200909,Tennessee,166587
20200908,Tennessee,165754
20200907,Tennessee,165109
20200906,Tennessee,164126
20200905,Tennessee,162362
20200904,Tennessee,160597
20200903,Tennessee,159546
20200902,Tennessee,157831
20200901,Tennessee,156329
20200831,Tennessee,154933
20200830,Tennessee,153115
20200829,Tennessee,152280
20200828,Tennessee,150815
20200827,Tennessee,149179
20200826,Tennessee,147353
20200825,Tennessee,145417
20200824,Tennessee,144604
20200823,Tennessee,143937
20200822,Tennessee,142083
20200821,Tennessee,140844
20200820,Tennessee,139175
20200819,Tennessee,137800
20200818,Tennessee,135778
20200817,Tennessee,134744
20200816,Tennessee,133708
20200815,Tennessee,131747
20200814,Tennessee,130458
20200813,Tennessee,128511
20200812,Tennessee,126393
20200811,Tennessee,124915
20200810,Tennessee,123914
20200809,Tennessee,122712
20200808,Tennessee,120585
20200807,Tennessee,118782
20200806,Tennessee,116350
20200805,Tennessee,114098
20200804,Tennessee,112441
20200803,Tennessee,110636
20200802,Tennessee,109627
20200801,Tennessee,108184
20200731,Tennessee,105959
20200730,Tennessee,102871
20200729,Tennessee,100822
20200728,Tennessee,99044
20200727,Tennessee,96489
20200726,Tennessee,93936
20200725,Tennessee,90796
20200724,Tennessee,89078
20200723,Tennessee,86987
20200722,Tennessee,84417
20200721,Tennessee,81944
20200720,Tennessee,79754
20200719,Tennessee,78115
20200718,Tennessee,76336
20200717,Tennessee,73819
20200716,Tennessee,71540
20200715,Tennessee,69061
20200714,Tennessee,66788
20200713,Tennessee,65274
20200712,Tennessee,61960
20200711,Tennessee,61006
20200710,Tennessee,59546
20200709,Tennessee,57591
20200708,Tennessee,55986
20200707,Tennessee,53514
20200706,Tennessee,52155
20200705,Tennessee,51431
20200704,Tennessee,50140
20200703,Tennessee,48712
20200702,Tennessee,46890
20200701,Tennessee,45315
20200630,Tennessee,43509
20200629,Tennessee,42297
20200628,Tennessee,40172
20200627,Tennessee,40172
20200626,Tennessee,39444
20200625,Tennessee,38034
20200624,Tennessee,37235
20200623,Tennessee,36303
20200622,Tennessee,35553
20200621,Tennessee,35102
20200620,Tennessee,34446
20200619,Tennessee,34017
20200618,Tennessee,32829
20200617,Tennessee,32143
20200616,Tennessee,31830
20200615,Tennessee,31160
20200614,Tennessee,30432
20200613,Tennessee,29541
20200612,Tennessee,29126
20200611,Tennessee,28538
20200610,Tennessee,28061
20200609,Tennessee,27575
20200608,Tennessee,26944
20200607,Tennessee,26381
20200606,Tennessee,26071
20200605,Tennessee,25520
20200604,Tennessee,25120
20200603,Tennessee,24822
20200602,Tennessee,24375
20200601,Tennessee,23554
20200531,Tennessee,23006
20200530,Tennessee,22566
20200529,Tennessee,22085
20200528,Tennessee,21679
20200527,Tennessee,21306
20200526,Tennessee,20965
20200525,Tennessee,20607
20200524,Tennessee,20145
20200523,Tennessee,19789
20200522,Tennessee,19394
20200521,Tennessee,18961
20200520,Tennessee,18532
20200519,Tennessee,18378
20200518,Tennessee,18011
20200517,Tennessee,17388
20200516,Tennessee,17288
20200515,Tennessee,16970
20200514,Tennessee,16699
20200513,Tennessee,16370
20200512,Tennessee,16111
20200511,Tennessee,15544
20200510,Tennessee,14985
20200509,Tennessee,14768
20200508,Tennessee,14441
20200507,Tennessee,14096
20200506,Tennessee,13938
20200505,Tennessee,13690
20200504,Tennessee,13571
20200503,Tennessee,13177
20200502,Tennessee,12661
20200501,Tennessee,11891
20200430,Tennessee,10735
20200429,Tennessee,10366
20200428,Tennessee,10052
20200427,Tennessee,9918
20200426,Tennessee,9667
20200425,Tennessee,9189
20200424,Tennessee,8726
20200423,Tennessee,8266
20200422,Tennessee,7842
20200421,Tennessee,7394
20200420,Tennessee,7238
20200419,Tennessee,7070
20200418,Tennessee,6762
20200417,Tennessee,6589
20200416,Tennessee,6262
20200415,Tennessee,6079
20200414,Tennessee,5823
20200413,Tennessee,5610
20200412,Tennessee,5308
20200411,Tennessee,5114
20200410,Tennessee,4862
20200409,Tennessee,4634
20200408,Tennessee,4362
20200407,Tennessee,4138
20200406,Tennessee,3802
20200405,Tennessee,3633
20200404,Tennessee,3321
20200403,Tennessee,3067
20200402,Tennessee,2845
20200401,Tennessee,2683
20200331,Tennessee,2239
20200330,Tennessee,1834
20200329,Tennessee,1537
20200328,Tennessee,1373
20200327,Tennessee,1203
20200326,Tennessee,957
20200325,Tennessee,784
20200324,Tennessee,667
20200323,Tennessee,615
20200322,Tennessee,505
20200321,Tennessee,371
20200320,Tennessee,228
20200319,Tennessee,154
20200318,Tennessee,98
20200317,Tennessee,73
20200316,Tennessee,52
20200315,Tennessee,39
20200314,Tennessee,32
20200313,Tennessee,26
20200312,Tennessee,18
20200311,Tennessee,7
20200310,Tennessee,7
20200309,Tennessee,3
20200308,Tennessee,3
20200307,Tennessee,1
20200305,Tennessee,0
20200303,Tennessee,2
20200227,Tennessee,
20200217,Tennessee,
20200203,Tennessee,0
20201206,Texas,1249323
20201205,Texas,1240750
20201204,Texas,1228812
20201203,Texas,1215113
20201202,Texas,1200674
20201201,Texas,1184250
20201130,Texas,1168111
20201129,Texas,1157273
20201128,Texas,1151069
20201127,Texas,1147045
20201126,Texas,1143616
20201125,Texas,1130980
20201124,Texas,1115371
20201123,Texas,1100979
20201122,Texas,1094275
20201121,Texas,1085524
20201120,Texas,1072698
20201119,Texas,1060883
20201118,Texas,1048383
20201117,Texas,1039513
20201116,Texas,1027889
20201115,Texas,1020721
20201114,Texas,1014160
20201113,Texas,1004983
20201112,Texas,993841
20201111,Texas,985380
20201110,Texas,974230
20201109,Texas,963019
20201108,Texas,956234
20201107,Texas,950549
20201106,Texas,942539
20201105,Texas,934994
20201104,Texas,926400
20201103,Texas,916773
20201102,Texas,909257
20201101,Texas,904855
20201031,Texas,900596
20201030,Texas,893451
20201029,Texas,886820
20201028,Texas,879994
20201027,Texas,874367
20201026,Texas,867075
20201025,Texas,862375
20201024,Texas,858071
20201023,Texas,851572
20201022,Texas,845100
20201021,Texas,838809
20201020,Texas,833557
20201019,Texas,825673
20201018,Texas,823779
20201017,Texas,820563
20201016,Texas,815678
20201015,Texas,809808
20201014,Texas,805082
20201013,Texas,800415
20201012,Texas,795126
20201011,Texas,792478
20201010,Texas,790060
20201009,Texas,785830
20201008,Texas,781794
20201007,Texas,777556
20201006,Texas,773435
20201005,Texas,769303
20201004,Texas,765894
20201003,Texas,763010
20201002,Texas,756004
20201001,Texas,752501
20200930,Texas,748967
20200929,Texas,743284
20200928,Texas,739743
20200927,Texas,735132
20200926,Texas,733438
20200925,Texas,728552
20200924,Texas,723919
20200923,Texas,719599
20200922,Texas,716207
20200921,Texas,698387
20200920,Texas,688534
20200919,Texas,686068
20200918,Texas,682241
20200917,Texas,678819
20200916,Texas,674772
20200915,Texas,668746
20200914,Texas,663445
20200913,Texas,659434
20200912,Texas,657589
20200911,Texas,653356
20200910,Texas,649809
20200909,Texas,645791
20200908,Texas,641791
20200907,Texas,640370
20200906,Texas,638310
20200905,Texas,635315
20200904,Texas,630829
20200903,Texas,625347
20200902,Texas,621667
20200901,Texas,617333
20200831,Texas,612969
20200830,Texas,610354
20200829,Texas,606530
20200828,Texas,601768
20200827,Texas,597737
20200826,Texas,592137
20200825,Texas,586730
20200824,Texas,580384
20200823,Texas,577537
20200822,Texas,573139
20200821,Texas,567580
20200820,Texas,562559
20200819,Texas,557256
20200818,Texas,550232
20200817,Texas,542950
20200816,Texas,535582
20200815,Texas,528838
20200814,Texas,520593
20200813,Texas,513575
20200812,Texas,506820
20200811,Texas,500620
20200810,Texas,490817
20200809,Texas,486362
20200808,Texas,481483
20200807,Texas,474524
20200806,Texas,467485
20200805,Texas,459887
20200804,Texas,451181
20200803,Texas,442014
20200802,Texas,430485
20200801,Texas,430485
20200731,Texas,420946
20200730,Texas,412107
20200729,Texas,403307
20200728,Texas,394265
20200727,Texas,385923
20200726,Texas,381656
20200725,Texas,375846
20200724,Texas,369826
20200723,Texas,361125
20200722,Texas,351618
20200721,Texas,341739
20200720,Texas,332434
20200719,Texas,325030
20200718,Texas,317730
20200717,Texas,307572
20200716,Texas,292656
20200715,Texas,282365
20200714,Texas,275058
20200713,Texas,264313
20200712,Texas,258658
20200711,Texas,250462
20200710,Texas,240111
20200709,Texas,230346
20200708,Texas,220564
20200707,Texas,210585
20200706,Texas,200557
20200705,Texas,195239
20200704,Texas,191790
20200703,Texas,183532
20200702,Texas,175977
20200701,Texas,168062
20200630,Texas,159986
20200629,Texas,153011
20200628,Texas,148728
20200627,Texas,143371
20200626,Texas,137624
20200625,Texas,131917
20200624,Texas,125921
20200623,Texas,120370
20200622,Texas,114881
20200621,Texas,111601
20200620,Texas,107735
20200619,Texas,103305
20200618,Texas,99851
20200617,Texas,96335
20200616,Texas,93206
20200615,Texas,89108
20200614,Texas,87854
20200613,Texas,86011
20200612,Texas,83680
20200611,Texas,81583
20200610,Texas,79757
20200609,Texas,77253
20200608,Texas,75616
20200607,Texas,74978
20200606,Texas,73553
20200605,Texas,71613
20200604,Texas,69920
20200603,Texas,68271
20200602,Texas,66568
20200601,Texas,64880
20200531,Texas,64287
20200530,Texas,62338
20200529,Texas,61006
20200528,Texas,59776
20200527,Texas,57921
20200526,Texas,56560
20200525,Texas,55971
20200524,Texas,55348
20200523,Texas,54509
20200522,Texas,53449
20200521,Texas,52268
20200520,Texas,51323
20200519,Texas,49912
20200518,Texas,48693
20200517,Texas,47784
20200516,Texas,46999
20200515,Texas,45198
20200514,Texas,43851
20200513,Texas,42403
20200512,Texas,41048
20200511,Texas,39869
20200510,Texas,38869
20200509,Texas,37860
20200508,Texas,36609
20200507,Texas,35390
20200506,Texas,34422
20200505,Texas,33369
20200504,Texas,32332
20200503,Texas,31548
20200502,Texas,30522
20200501,Texas,29229
20200430,Texas,28087
20200429,Texas,27054
20200428,Texas,26171
20200427,Texas,25297
20200426,Texas,24631
20200425,Texas,23773
20200424,Texas,22806
20200423,Texas,21944
20200422,Texas,21069
20200421,Texas,20196
20200420,Texas,19458
20200419,Texas,18923
20200418,Texas,18260
20200417,Texas,17371
20200416,Texas,16455
20200415,Texas,15492
20200414,Texas,14624
20200413,Texas,13906
20200412,Texas,13484
20200411,Texas,12561
20200410,Texas,11671
20200409,Texas,10230
20200408,Texas,9353
20200407,Texas,8262
20200406,Texas,7276
20200405,Texas,6812
20200404,Texas,6110
20200403,Texas,5330
20200402,Texas,4669
20200401,Texas,3997
20200331,Texas,3266
20200330,Texas,2877
20200329,Texas,2552
20200328,Texas,2052
20200327,Texas,1731
20200326,Texas,1396
20200325,Texas,974
20200324,Texas,410
20200323,Texas,352
20200322,Texas,334
20200321,Texas,304
20200320,Texas,194
20200319,Texas,143
20200318,Texas,83
20200317,Texas,64
20200316,Texas,57
20200315,Texas,56
20200314,Texas,51
20200313,Texas,39
20200312,Texas,23
20200311,Texas,21
20200310,Texas,13
20200309,Texas,12
20200308,Texas,8
20200307,Texas,8
20200305,Texas,7
20200303,Texas,
20200227,Texas,
20200217,Texas,
20200203,Texas,
20201206,Utah,215407
20201205,Utah,212844
20201204,Utah,209170
20201203,Utah,206165
20201202,Utah,202220
20201201,Utah,198216
20201130,Utah,195706
20201129,Utah,193809
20201128,Utah,192087
20201127,Utah,190044
20201126,Utah,183902
20201125,Utah,183902
20201124,Utah,182121
20201123,Utah,179420
20201122,Utah,177176
20201121,Utah,173979
20201120,Utah,170584
20201119,Utah,165996
20201118,Utah,162028
20201117,Utah,158957
20201116,Utah,155779
20201115,Utah,153808
20201114,Utah,151141
20201113,Utah,145789
20201112,Utah,143639
20201111,Utah,139720
20201110,Utah,137385
20201109,Utah,134868
20201108,Utah,132621
20201107,Utah,130235
20201106,Utah,127279
20201105,Utah,124292
20201104,Utah,121485
20201103,Utah,119375
20201102,Utah,117706
20201101,Utah,116510
20201031,Utah,114656
20201030,Utah,112932
20201029,Utah,110640
20201028,Utah,108803
20201027,Utah,107228
20201026,Utah,106083
20201025,Utah,104882
20201024,Utah,103117
20201023,Utah,101509
20201022,Utah,99549
20201021,Utah,98006
20201020,Utah,96643
20201019,Utah,95562
20201018,Utah,94394
20201017,Utah,93297
20201016,Utah,91957
20201015,Utah,90461
20201014,Utah,88963
20201013,Utah,87819
20201012,Utah,86832
20201011,Utah,85844
20201010,Utah,84644
20201009,Utah,83290
20201008,Utah,81947
20201007,Utah,80446
20201006,Utah,79439
20201005,Utah,78723
20201004,Utah,77618
20201003,Utah,76225
20201002,Utah,75157
20201001,Utah,74050
20200930,Utah,73042
20200929,Utah,72136
20200928,Utah,71442
20200927,Utah,70615
20200926,Utah,69547
20200925,Utah,68530
20200924,Utah,67119
20200923,Utah,65921
20200922,Utah,65044
20200921,Utah,64394
20200920,Utah,63772
20200919,Utah,62852
20200918,Utah,61775
20200917,Utah,60658
20200916,Utah,59747
20200915,Utah,59000
20200914,Utah,58438
20200913,Utah,57875
20200912,Utah,57247
20200911,Utah,56675
20200910,Utah,56019
20200909,Utah,55673
20200908,Utah,55359
20200907,Utah,55033
20200906,Utah,54660
20200905,Utah,54272
20200904,Utah,53839
20200903,Utah,53326
20200902,Utah,52822
20200901,Utah,52403
20200831,Utah,52107
20200830,Utah,51854
20200829,Utah,51406
20200828,Utah,50948
20200827,Utah,50557
20200826,Utah,50174
20200825,Utah,49767
20200824,Utah,49364
20200823,Utah,49115
20200822,Utah,48814
20200821,Utah,48445
20200820,Utah,47982
20200819,Utah,47521
20200818,Utah,47157
20200817,Utah,46894
20200816,Utah,46652
20200815,Utah,46321
20200814,Utah,45976
20200813,Utah,45424
20200812,Utah,45090
20200811,Utah,44752
20200810,Utah,44390
20200809,Utah,44127
20200808,Utah,43751
20200807,Utah,43375
20200806,Utah,42915
20200805,Utah,42328
20200804,Utah,41907
20200803,Utah,41529
20200802,Utah,41175
20200801,Utah,40702
20200731,Utah,40196
20200730,Utah,39696
20200729,Utah,39194
20200728,Utah,38855
20200727,Utah,38409
20200726,Utah,37973
20200725,Utah,37623
20200724,Utah,36962
20200723,Utah,36099
20200722,Utah,35578
20200721,Utah,35012
20200720,Utah,34526
20200719,Utah,34117
20200718,Utah,33332
20200717,Utah,32572
20200716,Utah,31845
20200715,Utah,30891
20200714,Utah,30478
20200713,Utah,30030
20200712,Utah,29484
20200711,Utah,28855
20200710,Utah,28223
20200709,Utah,27356
20200708,Utah,26755
20200707,Utah,26033
20200706,Utah,25469
20200705,Utah,24952
20200704,Utah,24542
20200703,Utah,23866
20200702,Utah,23270
20200701,Utah,22716
20200630,Utah,22217
20200629,Utah,21664
20200628,Utah,21100
20200627,Utah,20628
20200626,Utah,20050
20200625,Utah,19374
20200624,Utah,18784
20200623,Utah,18300
20200622,Utah,17906
20200621,Utah,17462
20200620,Utah,17068
20200619,Utah,16425
20200618,Utah,15839
20200617,Utah,15344
20200616,Utah,14937
20200615,Utah,14608
20200614,Utah,14313
20200613,Utah,13981
20200612,Utah,13577
20200611,Utah,13252
20200610,Utah,12864
20200609,Utah,12559
20200608,Utah,12322
20200607,Utah,12066
20200606,Utah,11798
20200605,Utah,11252
20200604,Utah,10813
20200603,Utah,10497
20200602,Utah,10202
20200601,Utah,9999
20200531,Utah,9797
20200530,Utah,9533
20200529,Utah,9264
20200528,Utah,8921
20200527,Utah,8706
20200526,Utah,8620
20200525,Utah,8521
20200524,Utah,8392
20200523,Utah,8260
20200522,Utah,8057
20200521,Utah,7874
20200520,Utah,7710
20200519,Utah,7518
20200518,Utah,7384
20200517,Utah,7238
20200516,Utah,7068
20200515,Utah,6913
20200514,Utah,6749
20200513,Utah,6620
20200512,Utah,6432
20200511,Utah,6362
20200510,Utah,6251
20200509,Utah,6103
20200508,Utah,5919
20200507,Utah,5724
20200506,Utah,5595
20200505,Utah,5449
20200504,Utah,5317
20200503,Utah,5175
20200502,Utah,4981
20200501,Utah,4828
20200430,Utah,4672
20200429,Utah,4495
20200428,Utah,4343
20200427,Utah,4233
20200426,Utah,4123
20200425,Utah,3948
20200424,Utah,3782
20200423,Utah,3612
20200422,Utah,3445
20200421,Utah,3296
20200420,Utah,3213
20200419,Utah,3069
20200418,Utah,2931
20200417,Utah,2805
20200416,Utah,2683
20200415,Utah,2542
20200414,Utah,2412
20200413,Utah,2363
20200412,Utah,2303
20200411,Utah,2206
20200410,Utah,2102
20200409,Utah,1976
20200408,Utah,1846
20200407,Utah,1738
20200406,Utah,1675
20200405,Utah,1605
20200404,Utah,1428
20200403,Utah,1246
20200402,Utah,1074
20200401,Utah,1012
20200331,Utah,887
20200330,Utah,806
20200329,Utah,719
20200328,Utah,602
20200327,Utah,480
20200326,Utah,402
20200325,Utah,346
20200324,Utah,299
20200323,Utah,257
20200322,Utah,181
20200321,Utah,136
20200320,Utah,112
20200319,Utah,78
20200318,Utah,63
20200317,Utah,51
20200316,Utah,39
20200315,Utah,28
20200314,Utah,6
20200313,Utah,6
20200312,Utah,4
20200311,Utah,2
20200310,Utah,2
20200309,Utah,1
20200308,Utah,1
20200307,Utah,1
20200305,Utah,2
20200303,Utah,
20200227,Utah,
20200217,Utah,0
20200203,Utah,0
20201206,Vermont,5015
20201205,Vermont,4894
20201204,Vermont,4763
20201203,Vermont,4690
20201202,Vermont,4466
20201201,Vermont,4365
20201130,Vermont,4296
20201129,Vermont,4225
20201128,Vermont,4155
20201127,Vermont,4115
20201126,Vermont,4017
20201125,Vermont,3938
20201124,Vermont,3845
20201123,Vermont,3795
20201122,Vermont,3727
20201121,Vermont,3639
20201120,Vermont,3551
20201119,Vermont,3407
20201118,Vermont,3255
20201117,Vermont,3201
20201116,Vermont,3095
20201115,Vermont,2971
20201114,Vermont,2927
20201113,Vermont,2829
20201112,Vermont,2727
20201111,Vermont,2602
20201110,Vermont,2513
20201109,Vermont,2461
20201108,Vermont,2436
20201107,Vermont,2382
20201106,Vermont,2354
20201105,Vermont,2326
20201104,Vermont,2288
20201103,Vermont,2257
20201102,Vermont,2235
20201101,Vermont,2212
20201031,Vermont,2195
20201030,Vermont,2173
20201029,Vermont,2154
20201028,Vermont,2138
20201027,Vermont,2127
20201026,Vermont,2096
20201025,Vermont,2087
20201024,Vermont,2057
20201023,Vermont,2029
20201022,Vermont,1999
20201021,Vermont,1983
20201020,Vermont,1963
20201019,Vermont,1951
20201018,Vermont,1943
20201017,Vermont,1932
20201016,Vermont,1923
20201015,Vermont,1910
20201014,Vermont,1894
20201013,Vermont,1891
20201012,Vermont,1880
20201011,Vermont,1871
20201010,Vermont,1861
20201009,Vermont,1851
20201008,Vermont,1843
20201007,Vermont,1832
20201006,Vermont,1825
20201005,Vermont,1821
20201004,Vermont,1788
20201003,Vermont,1782
20201002,Vermont,1773
20201001,Vermont,1759
20200930,Vermont,1756
20200929,Vermont,1753
20200928,Vermont,1749
20200927,Vermont,1746
20200926,Vermont,1744
20200925,Vermont,1734
20200924,Vermont,1727
20200923,Vermont,1725
20200922,Vermont,1724
20200921,Vermont,1722
20200920,Vermont,1718
20200919,Vermont,1713
20200918,Vermont,1709
20200917,Vermont,1707
20200916,Vermont,1704
20200915,Vermont,1702
20200914,Vermont,1695
20200913,Vermont,1684
20200912,Vermont,1677
20200911,Vermont,1668
20200910,Vermont,1660
20200909,Vermont,1657
20200908,Vermont,1652
20200907,Vermont,1650
20200906,Vermont,1646
20200905,Vermont,1645
20200904,Vermont,1640
20200903,Vermont,1630
20200902,Vermont,1625
20200901,Vermont,1623
20200831,Vermont,1617
20200830,Vermont,1612
20200829,Vermont,1601
20200828,Vermont,1589
20200827,Vermont,1585
20200826,Vermont,1574
20200825,Vermont,1570
20200824,Vermont,1564
20200823,Vermont,1556
20200822,Vermont,1551
20200821,Vermont,1540
20200820,Vermont,1536
20200819,Vermont,1532
20200818,Vermont,1530
20200817,Vermont,1527
20200816,Vermont,1515
20200815,Vermont,1510
20200814,Vermont,1501
20200813,Vermont,1484
20200812,Vermont,1478
20200811,Vermont,1473
20200810,Vermont,1461
20200809,Vermont,1458
20200808,Vermont,1453
20200807,Vermont,1447
20200806,Vermont,1446
20200805,Vermont,1436
20200804,Vermont,1431
20200803,Vermont,1426
20200802,Vermont,1425
20200801,Vermont,1421
20200731,Vermont,1416
20200730,Vermont,1408
20200729,Vermont,1407
20200728,Vermont,1406
20200727,Vermont,1403
20200726,Vermont,1401
20200725,Vermont,1397
20200724,Vermont,1384
20200723,Vermont,1379
20200722,Vermont,1368
20200721,Vermont,1366
20200720,Vermont,1359
20200719,Vermont,1349
20200718,Vermont,1339
20200717,Vermont,1336
20200716,Vermont,1327
20200715,Vermont,1317
20200714,Vermont,1305
20200713,Vermont,1301
20200712,Vermont,1295
20200711,Vermont,1282
20200710,Vermont,1277
20200709,Vermont,1272
20200708,Vermont,1258
20200707,Vermont,1256
20200706,Vermont,1253
20200705,Vermont,1251
20200704,Vermont,1240
20200703,Vermont,1238
20200702,Vermont,1229
20200701,Vermont,1212
20200630,Vermont,1210
20200629,Vermont,1210
20200628,Vermont,1204
20200627,Vermont,1201
20200626,Vermont,1199
20200625,Vermont,1192
20200624,Vermont,1185
20200623,Vermont,1165
20200622,Vermont,1163
20200621,Vermont,1159
20200620,Vermont,1147
20200619,Vermont,1143
20200618,Vermont,1135
20200617,Vermont,1129
20200616,Vermont,1129
20200615,Vermont,1126
20200614,Vermont,1125
20200613,Vermont,1123
20200612,Vermont,1118
20200611,Vermont,1108
20200610,Vermont,1092
20200609,Vermont,1081
20200608,Vermont,1073
20200607,Vermont,1061
20200606,Vermont,1044
20200605,Vermont,1027
20200604,Vermont,1025
20200603,Vermont,989
20200602,Vermont,987
20200601,Vermont,985
20200531,Vermont,981
20200530,Vermont,977
20200529,Vermont,975
20200528,Vermont,974
20200527,Vermont,970
20200526,Vermont,968
20200525,Vermont,963
20200524,Vermont,957
20200523,Vermont,954
20200522,Vermont,952
20200521,Vermont,950
20200520,Vermont,945
20200519,Vermont,944
20200518,Vermont,940
20200517,Vermont,940
20200516,Vermont,932
20200515,Vermont,931
20200514,Vermont,930
20200513,Vermont,929
20200512,Vermont,927
20200511,Vermont,926
20200510,Vermont,926
20200509,Vermont,918
20200508,Vermont,916
20200507,Vermont,914
20200506,Vermont,909
20200505,Vermont,906
20200504,Vermont,901
20200503,Vermont,896
20200502,Vermont,885
20200501,Vermont,879
20200430,Vermont,866
20200429,Vermont,862
20200428,Vermont,862
20200427,Vermont,855
20200426,Vermont,852
20200425,Vermont,843
20200424,Vermont,834
20200423,Vermont,831
20200422,Vermont,828
20200421,Vermont,820
20200420,Vermont,817
20200419,Vermont,813
20200418,Vermont,802
20200417,Vermont,792
20200416,Vermont,779
20200415,Vermont,770
20200414,Vermont,761
20200413,Vermont,754
20200412,Vermont,733
20200411,Vermont,713
20200410,Vermont,680
20200409,Vermont,631
20200408,Vermont,608
20200407,Vermont,575
20200406,Vermont,543
20200405,Vermont,512
20200404,Vermont,460
20200403,Vermont,390
20200402,Vermont,359
20200401,Vermont,320
20200331,Vermont,293
20200330,Vermont,256
20200329,Vermont,234
20200328,Vermont,213
20200327,Vermont,185
20200326,Vermont,160
20200325,Vermont,125
20200324,Vermont,97
20200323,Vermont,76
20200322,Vermont,52
20200321,Vermont,44
20200320,Vermont,28
20200319,Vermont,21
20200318,Vermont,19
20200317,Vermont,17
20200316,Vermont,12
20200315,Vermont,8
20200314,Vermont,5
20200313,Vermont,2
20200312,Vermont,2
20200311,Vermont,1
20200310,Vermont,1
20200309,Vermont,1
20200308,Vermont,1
20200307,Vermont,
20200305,Vermont,5
20200303,Vermont,
20200226,Vermont,0
20200216,Vermont,
20200202,Vermont,
20201206,Virginia,255053
20201205,Virginia,251173
20201204,Virginia,247380
20201203,Virginia,244503
20201202,Virginia,242480
20201201,Virginia,240063
20201130,Virginia,237835
20201129,Virginia,235942
20201128,Virginia,233617
20201127,Virginia,230444
20201126,Virginia,228900
20201125,Virginia,226300
20201124,Virginia,223582
20201123,Virginia,221038
20201122,Virginia,217796
20201121,Virginia,215679
20201120,Virginia,213331
20201119,Virginia,210787
20201118,Virginia,208833
20201117,Virginia,206762
20201116,Virginia,204637
20201115,Virginia,201960
20201114,Virginia,200799
20201113,Virginia,199262
20201112,Virginia,198027
20201111,Virginia,196506
20201110,Virginia,194912
20201109,Virginia,193477
20201108,Virginia,192175
20201107,Virginia,190873
20201106,Virginia,188770
20201105,Virginia,187202
20201104,Virginia,185836
20201103,Virginia,184679
20201102,Virginia,183418
20201101,Virginia,182392
20201031,Virginia,181190
20201030,Virginia,179639
20201029,Virginia,178183
20201028,Virginia,176754
20201027,Virginia,175409
20201026,Virginia,174275
20201025,Virginia,173371
20201024,Virginia,172372
20201023,Virginia,171284
20201022,Virginia,170104
20201021,Virginia,168772
20201020,Virginia,167754
20201019,Virginia,166828
20201018,Virginia,166138
20201017,Virginia,165238
20201016,Virginia,164124
20201015,Virginia,162941
20201014,Virginia,161610
20201013,Virginia,160805
20201012,Virginia,159570
20201011,Virginia,158716
20201010,Virginia,157905
20201009,Virginia,156649
20201008,Virginia,155535
20201007,Virginia,153691
20201006,Virginia,153182
20201005,Virginia,152557
20201004,Virginia,151870
20201003,Virginia,150803
20201002,Virginia,149687
20201001,Virginia,148721
20200930,Virginia,148271
20200929,Virginia,147516
20200928,Virginia,146593
20200927,Virginia,146144
20200926,Virginia,145408
20200925,Virginia,144433
20200924,Virginia,143492
20200923,Virginia,142590
20200922,Virginia,142010
20200921,Virginia,141138
20200920,Virginia,140511
20200919,Virginia,139655
20200918,Virginia,138702
20200917,Virginia,137460
20200916,Virginia,136359
20200915,Virginia,135514
20200914,Virginia,134571
20200913,Virginia,133814
20200912,Virginia,132940
20200911,Virginia,131640
20200910,Virginia,130525
20200909,Virginia,129289
20200908,Virginia,128407
20200907,Virginia,127571
20200906,Virginia,126926
20200905,Virginia,125727
20200904,Virginia,124779
20200903,Virginia,123668
20200902,Virginia,122542
20200901,Virginia,121615
20200831,Virginia,120594
20200830,Virginia,119747
20200829,Virginia,118809
20200828,Virginia,117592
20200827,Virginia,115458
20200826,Virginia,115458
20200825,Virginia,114635
20200824,Virginia,113630
20200823,Virginia,112966
20200822,Virginia,112072
20200821,Virginia,110860
20200820,Virginia,109882
20200819,Virginia,109019
20200818,Virginia,108282
20200817,Virginia,107421
20200816,Virginia,106687
20200815,Virginia,105750
20200814,Virginia,104838
20200813,Virginia,103622
20200812,Virginia,102521
20200811,Virginia,101745
20200810,Virginia,100749
20200809,Virginia,100086
20200808,Virginia,99189
20200807,Virginia,97882
20200806,Virginia,95867
20200805,Virginia,95049
20200804,Virginia,94251
20200803,Virginia,93106
20200802,Virginia,91782
20200801,Virginia,90801
20200731,Virginia,89888
20200730,Virginia,88904
20200729,Virginia,87993
20200728,Virginia,86994
20200727,Virginia,86072
20200726,Virginia,84567
20200725,Virginia,83609
20200724,Virginia,82364
20200723,Virginia,81237
20200722,Virginia,80393
20200721,Virginia,79371
20200720,Virginia,78375
20200719,Virginia,77430
20200718,Virginia,76373
20200717,Virginia,75433
20200716,Virginia,74431
20200715,Virginia,73527
20200714,Virginia,72443
20200713,Virginia,71642
20200712,Virginia,70670
20200711,Virginia,69782
20200710,Virginia,68931
20200709,Virginia,67988
20200708,Virginia,67375
20200707,Virginia,66740
20200706,Virginia,66102
20200705,Virginia,65748
20200704,Virginia,65109
20200703,Virginia,64393
20200702,Virginia,63735
20200701,Virginia,63203
20200630,Virginia,62787
20200629,Virginia,62189
20200628,Virginia,61736
20200627,Virginia,61247
20200626,Virginia,60570
20200625,Virginia,59946
20200624,Virginia,59514
20200623,Virginia,58994
20200622,Virginia,58465
20200621,Virginia,57994
20200620,Virginia,57443
20200619,Virginia,56793
